BatchID,EquipmentID
BATCH_486,EQUIP_235
BATCH_487,EQUIP_103
BATCH_488,EQUIP_159
BATCH_489,EQUIP_279
BATCH_490,EQUIP_98
BATCH_491,EQUIP_25
BATCH_492,EQUIP_64
BATCH_493,EQUIP_205
BATCH_494,EQUIP_198
BATCH_495,EQUIP_255
BATCH_496,EQUIP_43
BATCH_497,EQUIP_93
BATCH_498,EQUIP_41
BATCH_499,EQUIP_229
BATCH_500,EQUIP_228
BATCH_501,EQUIP_181
BATCH_502,EQUIP_30
BATCH_503,EQUIP_187
BATCH_504,EQUIP_16
BATCH_505,EQUIP_225
BATCH_506,EQUIP_188
BATCH_507,EQUIP_17
BATCH_508,EQUIP_190
BATCH_509,EQUIP_294
BATCH_510,EQUIP_161
BATCH_511,EQUIP_59
BATCH_512,EQUIP_266
BATCH_513,EQUIP_134
BATCH_514,EQUIP_147
BATCH_515,EQUIP_70
BATCH_516,EQUIP_228
BATCH_517,EQUIP_164
BATCH_518,EQUIP_282
BATCH_519,EQUIP_81
BATCH_520,EQUIP_90
BATCH_521,EQUIP_63
BATCH_522,EQUIP_253
BATCH_523,EQUIP_189
BATCH_524,EQUIP_45
BATCH_525,EQUIP_246
BATCH_526,EQUIP_295
BATCH_527,EQUIP_38
BATCH_528,EQUIP_177
BATCH_529,EQUIP_94
BATCH_530,EQUIP_29
BATCH_531,EQUIP_156
BATCH_532,EQUIP_116
BATCH_533,EQUIP_41
BATCH_534,EQUIP_283
BATCH_535,EQUIP_274
BATCH_536,EQUIP_298
BATCH_537,EQUIP_173
BATCH_538,EQUIP_15
BATCH_539,EQUIP_296
BATCH_540,EQUIP_293
BATCH_541,EQUIP_255
BATCH_542,EQUIP_155
BATCH_543,EQUIP_208
BATCH_544,EQUIP_31
BATCH_545,EQUIP_238
BATCH_546,EQUIP_161
BATCH_547,EQUIP_177
BATCH_548,EQUIP_190
BATCH_549,EQUIP_124
BATCH_550,EQUIP_127
BATCH_551,EQUIP_197
BATCH_552,EQUIP_82
BATCH_553,EQUIP_161
BATCH_554,EQUIP_264
BATCH_555,EQUIP_255
BATCH_556,EQUIP_259
BATCH_557,EQUIP_181
BATCH_558,EQUIP_241
BATCH_559,EQUIP_56
BATCH_560,EQUIP_188
BATCH_561,EQUIP_206
BATCH_562,EQUIP_186
BATCH_563,EQUIP_259
BATCH_564,EQUIP_61
BATCH_565,EQUIP_174
BATCH_566,EQUIP_102
BATCH_567,EQUIP_21
BATCH_568,EQUIP_171
BATCH_569,EQUIP_77
BATCH_570,EQUIP_164
BATCH_571,EQUIP_154
BATCH_572,EQUIP_261
BATCH_573,EQUIP_154
BATCH_574,EQUIP_57
BATCH_575,EQUIP_14
BATCH_576,EQUIP_297
BATCH_577,EQUIP_299
BATCH_578,EQUIP_195
BATCH_579,EQUIP_294
BATCH_580,EQUIP_10
BATCH_581,EQUIP_212
BATCH_582,EQUIP_242
BATCH_583,EQUIP_71
BATCH_584,EQUIP_245
BATCH_585,EQUIP_89
BATCH_586,EQUIP_182
BATCH_587,EQUIP_136
BATCH_588,EQUIP_127
BATCH_589,EQUIP_153
BATCH_590,EQUIP_251
BATCH_591,EQUIP_141
BATCH_592,EQUIP_279
BATCH_593,EQUIP_75
BATCH_594,EQUIP_41
BATCH_595,EQUIP_246
BATCH_596,EQUIP_139
BATCH_597,EQUIP_71
BATCH_598,EQUIP_123
BATCH_599,EQUIP_272
BATCH_600,EQUIP_52
BATCH_601,EQUIP_52
BATCH_602,EQUIP_282
BATCH_603,EQUIP_244
BATCH_604,EQUIP_148
BATCH_605,EQUIP_46
BATCH_606,EQUIP_20
BATCH_607,EQUIP_91
BATCH_608,EQUIP_204
BATCH_609,EQUIP_149
BATCH_610,EQUIP_291
BATCH_611,EQUIP_172
BATCH_612,EQUIP_279
BATCH_613,EQUIP_69
BATCH_614,EQUIP_99
BATCH_615,EQUIP_235
BATCH_616,EQUIP_8
BATCH_617,EQUIP_291
BATCH_618,EQUIP_208
BATCH_619,EQUIP_45
BATCH_620,EQUIP_72
BATCH_621,EQUIP_4
BATCH_622,EQUIP_137
BATCH_623,EQUIP_294
BATCH_624,EQUIP_121
BATCH_625,EQUIP_158
BATCH_626,EQUIP_160
BATCH_627,EQUIP_152
BATCH_628,EQUIP_69
BATCH_629,EQUIP_192
BATCH_630,EQUIP_242
BATCH_631,EQUIP_112
BATCH_632,EQUIP_42
BATCH_633,EQUIP_186
BATCH_634,EQUIP_281
BATCH_635,EQUIP_275
BATCH_636,EQUIP_267
BATCH_637,EQUIP_299
BATCH_638,EQUIP_229
BATCH_639,EQUIP_263
BATCH_640,EQUIP_287
BATCH_641,EQUIP_12
BATCH_642,EQUIP_112
BATCH_643,EQUIP_177
BATCH_644,EQUIP_31
BATCH_645,EQUIP_242
BATCH_646,EQUIP_70
BATCH_647,EQUIP_216
BATCH_648,EQUIP_194
BATCH_649,EQUIP_277
BATCH_650,EQUIP_61
BATCH_651,EQUIP_66
BATCH_652,EQUIP_12
BATCH_653,EQUIP_279
BATCH_654,EQUIP_118
BATCH_655,EQUIP_142
BATCH_656,EQUIP_17
BATCH_657,EQUIP_9
BATCH_658,EQUIP_18
BATCH_659,EQUIP_25
BATCH_660,EQUIP_225
BATCH_661,EQUIP_29
BATCH_662,EQUIP_120
BATCH_663,EQUIP_296
BATCH_664,EQUIP_165
BATCH_665,EQUIP_267
BATCH_666,EQUIP_32
BATCH_667,EQUIP_90
BATCH_668,EQUIP_254
BATCH_669,EQUIP_196
BATCH_670,EQUIP_214
BATCH_671,EQUIP_95
BATCH_672,EQUIP_116
BATCH_673,EQUIP_238
BATCH_674,EQUIP_214
BATCH_675,EQUIP_125
BATCH_676,EQUIP_41
BATCH_677,EQUIP_48
BATCH_678,EQUIP_27
BATCH_679,EQUIP_21
BATCH_680,EQUIP_287
BATCH_681,EQUIP_171
BATCH_682,EQUIP_98
BATCH_683,EQUIP_246
BATCH_684,EQUIP_105
BATCH_685,EQUIP_145
BATCH_686,EQUIP_184
BATCH_687,EQUIP_255
BATCH_688,EQUIP_241
BATCH_689,EQUIP_190
BATCH_690,EQUIP_114
BATCH_691,EQUIP_284
BATCH_692,EQUIP_214
BATCH_693,EQUIP_118
BATCH_694,EQUIP_256
BATCH_695,EQUIP_173
BATCH_696,EQUIP_252
BATCH_697,EQUIP_181
BATCH_698,EQUIP_251
BATCH_699,EQUIP_31
BATCH_700,EQUIP_39
BATCH_701,EQUIP_4
BATCH_702,EQUIP_119
BATCH_703,EQUIP_112
BATCH_704,EQUIP_248
BATCH_705,EQUIP_273
BATCH_706,EQUIP_272
BATCH_707,EQUIP_147
BATCH_708,EQUIP_221
BATCH_709,EQUIP_50
BATCH_710,EQUIP_270
BATCH_711,EQUIP_204
BATCH_712,EQUIP_236
BATCH_713,EQUIP_116
BATCH_714,EQUIP_42
BATCH_715,EQUIP_48
BATCH_716,EQUIP_244
BATCH_717,EQUIP_88
BATCH_718,EQUIP_170
BATCH_719,EQUIP_22
BATCH_720,EQUIP_291
BATCH_721,EQUIP_39
BATCH_722,EQUIP_289
BATCH_723,EQUIP_162
BATCH_724,EQUIP_204
BATCH_725,EQUIP_289
BATCH_726,EQUIP_200
BATCH_727,EQUIP_72
BATCH_728,EQUIP_257
BATCH_729,EQUIP_224
BATCH_730,EQUIP_204
BATCH_731,EQUIP_140
BATCH_732,EQUIP_183
BATCH_733,EQUIP_300
BATCH_734,EQUIP_152
BATCH_735,EQUIP_43
BATCH_736,EQUIP_79
BATCH_737,EQUIP_55
BATCH_738,EQUIP_228
BATCH_739,EQUIP_68
BATCH_740,EQUIP_286
BATCH_741,EQUIP_14
BATCH_742,EQUIP_167
BATCH_743,EQUIP_212
BATCH_744,EQUIP_287
BATCH_745,EQUIP_87
BATCH_746,EQUIP_138
BATCH_747,EQUIP_33
BATCH_748,EQUIP_154
BATCH_749,EQUIP_127
BATCH_750,EQUIP_101
BATCH_751,EQUIP_4
BATCH_752,EQUIP_195
BATCH_753,EQUIP_221
BATCH_754,EQUIP_70
BATCH_755,EQUIP_103
BATCH_756,EQUIP_204
BATCH_757,EQUIP_252
BATCH_758,EQUIP_167
BATCH_759,EQUIP_202
BATCH_760,EQUIP_103
BATCH_761,EQUIP_282
BATCH_762,EQUIP_108
BATCH_763,EQUIP_36
BATCH_764,EQUIP_72
BATCH_765,EQUIP_79
BATCH_766,EQUIP_38
BATCH_767,EQUIP_206
BATCH_768,EQUIP_215
BATCH_769,EQUIP_185
BATCH_770,EQUIP_44
BATCH_771,EQUIP_182
BATCH_772,EQUIP_289
BATCH_773,EQUIP_170
BATCH_774,EQUIP_51
BATCH_775,EQUIP_266
BATCH_776,EQUIP_114
BATCH_777,EQUIP_257
BATCH_778,EQUIP_248
BATCH_779,EQUIP_44
BATCH_780,EQUIP_160
BATCH_781,EQUIP_267
BATCH_782,EQUIP_225
BATCH_783,EQUIP_35
BATCH_784,EQUIP_59
BATCH_785,EQUIP_85
BATCH_786,EQUIP_90
BATCH_787,EQUIP_219
BATCH_788,EQUIP_208
BATCH_789,EQUIP_222
BATCH_790,EQUIP_102
BATCH_791,EQUIP_3
BATCH_792,EQUIP_33
BATCH_793,EQUIP_275
BATCH_794,EQUIP_235
BATCH_795,EQUIP_251
BATCH_796,EQUIP_199
BATCH_797,EQUIP_179
BATCH_798,EQUIP_153
BATCH_799,EQUIP_69
BATCH_800,EQUIP_60
BATCH_801,EQUIP_262
BATCH_802,EQUIP_295
BATCH_803,EQUIP_276
BATCH_804,EQUIP_89
BATCH_805,EQUIP_72
BATCH_806,EQUIP_28
BATCH_807,EQUIP_249
BATCH_808,EQUIP_288
BATCH_809,EQUIP_252
BATCH_810,EQUIP_251
BATCH_811,EQUIP_113
BATCH_812,EQUIP_276
BATCH_813,EQUIP_290
BATCH_814,EQUIP_282
BATCH_815,EQUIP_138
BATCH_816,EQUIP_188
BATCH_817,EQUIP_226
BATCH_818,EQUIP_53
BATCH_819,EQUIP_153
BATCH_820,EQUIP_179
BATCH_821,EQUIP_61
BATCH_822,EQUIP_180
BATCH_823,EQUIP_220
BATCH_824,EQUIP_106
BATCH_825,EQUIP_292
BATCH_826,EQUIP_276
BATCH_827,EQUIP_150
BATCH_828,EQUIP_264
BATCH_829,EQUIP_70
BATCH_830,EQUIP_31
BATCH_831,EQUIP_68
BATCH_832,EQUIP_127
BATCH_833,EQUIP_73
BATCH_834,EQUIP_213
BATCH_835,EQUIP_48
BATCH_836,EQUIP_189
BATCH_837,EQUIP_2
BATCH_838,EQUIP_48
BATCH_839,EQUIP_184
BATCH_840,EQUIP_204
BATCH_841,EQUIP_254
BATCH_842,EQUIP_173
BATCH_843,EQUIP_249
BATCH_844,EQUIP_25
BATCH_845,EQUIP_236
BATCH_846,EQUIP_81
BATCH_847,EQUIP_220
BATCH_848,EQUIP_155
BATCH_849,EQUIP_185
BATCH_850,EQUIP_85
BATCH_851,EQUIP_120
BATCH_852,EQUIP_49
BATCH_853,EQUIP_68
BATCH_854,EQUIP_228
BATCH_855,EQUIP_62
BATCH_856,EQUIP_245
BATCH_857,EQUIP_53
BATCH_858,EQUIP_154
BATCH_859,EQUIP_69
BATCH_860,EQUIP_272
BATCH_861,EQUIP_85
BATCH_862,EQUIP_78
BATCH_863,EQUIP_227
BATCH_864,EQUIP_52
BATCH_865,EQUIP_197
BATCH_866,EQUIP_72
BATCH_867,EQUIP_128
BATCH_868,EQUIP_146
BATCH_869,EQUIP_155
BATCH_870,EQUIP_97
BATCH_871,EQUIP_28
BATCH_872,EQUIP_58
BATCH_873,EQUIP_37
BATCH_874,EQUIP_163
BATCH_875,EQUIP_292
BATCH_876,EQUIP_89
BATCH_877,EQUIP_38
BATCH_878,EQUIP_135
BATCH_879,EQUIP_204
BATCH_880,EQUIP_257
BATCH_881,EQUIP_206
BATCH_882,EQUIP_79
BATCH_883,EQUIP_262
BATCH_884,EQUIP_80
BATCH_885,EQUIP_34
BATCH_886,EQUIP_123
BATCH_887,EQUIP_223
BATCH_888,EQUIP_29
BATCH_889,EQUIP_90
BATCH_890,EQUIP_6
BATCH_891,EQUIP_268
BATCH_892,EQUIP_191
BATCH_893,EQUIP_138
BATCH_894,EQUIP_16
BATCH_895,EQUIP_33
BATCH_896,EQUIP_40
BATCH_897,EQUIP_29
BATCH_898,EQUIP_81
BATCH_899,EQUIP_294
BATCH_900,EQUIP_261
BATCH_901,EQUIP_7
BATCH_902,EQUIP_197
BATCH_903,EQUIP_19
BATCH_904,EQUIP_215
BATCH_905,EQUIP_164
BATCH_906,EQUIP_62
BATCH_907,EQUIP_92
BATCH_908,EQUIP_206
BATCH_909,EQUIP_160
BATCH_910,EQUIP_5
BATCH_911,EQUIP_156
BATCH_912,EQUIP_189
BATCH_913,EQUIP_101
BATCH_914,EQUIP_126
BATCH_915,EQUIP_13
BATCH_916,EQUIP_5
BATCH_917,EQUIP_193
BATCH_918,EQUIP_54
BATCH_919,EQUIP_215
BATCH_920,EQUIP_73
BATCH_921,EQUIP_119
BATCH_922,EQUIP_191
BATCH_923,EQUIP_49
BATCH_924,EQUIP_202
BATCH_925,EQUIP_223
BATCH_926,EQUIP_134
BATCH_927,EQUIP_202
BATCH_928,EQUIP_232
BATCH_929,EQUIP_104
BATCH_930,EQUIP_56
BATCH_931,EQUIP_239
